master_seed,checkpoint_step,success_rate,collision_rate,truncation_rate,swap_eligibility,n_episodes,mean_episode_length,median_episode_length,n_success
64012,75000,0.6875,0.0,0.3125,0.0,16,170.625,71.0,11
64012,100000,0.125,0.125,0.75,0.0,16,310.375,400.0,2
64012,125000,1.0,0.0,0.0,1.0,16,68.875,66.0,16
64012,150000,0.75,0.0,0.25,0.125,16,151.875,59.0,12
64012,175000,0.0625,0.125,0.8125,0.0,16,333.375,400.0,1
64012,200000,0.8125,0.1875,0.0,0.5,64,74.3125,56.5,52
64012,225000,0.6875,0.0,0.3125,0.125,64,183.5,90.5,44
64012,250000,0.5,0.0625,0.4375,0.0,64,205.9375,62.5,32
64012,275000,0.9375,0.0,0.0625,0.0,64,84.1875,61.0,60
64012,300000,0.8125,0.1875,0.0,0.375,64,76.3125,59.5,52
64012,325000,0.5625,0.125,0.3125,0.25,64,185.0,99.0,36
64012,350000,1.0,0.0,0.0,0.625,64,56.625,54.5,64
64012,375000,0.875,0.0,0.125,0.375,64,97.125,52.5,56
64012,400000,0.9375,0.0625,0.0,0.75,64,50.5625,53.5,60
64013,0,0.625,0.375,0.0,0.125,16,42.0,50.5,10
64013,25000,0.625,0.0,0.375,0.0,16,192.0625,71.5,10
64013,50000,0.875,0.125,0.0,0.5,16,67.875,57.0,14
64013,75000,1.0,0.0,0.0,0.125,16,69.3125,64.0,16
64013,100000,0.5625,0.375,0.0625,0.125,16,65.5625,53.0,9
64013,125000,0.4375,0.0,0.5625,0.0,16,282.625,400.0,7
64013,150000,0.375,0.1875,0.4375,0.0,16,218.6875,187.5,6
64013,175000,0.375,0.1875,0.4375,0.0,16,203.4375,71.5,6
64013,200000,0.8125,0.125,0.0625,0.125,64,85.9375,68.5,52
64013,225000,0.5625,0.1875,0.25,0.25,64,149.0625,65.0,36
64013,250000,0.9375,0.0625,0.0,0.125,64,64.125,60.0,60
64013,275000,1.0,0.0,0.0,0.25,64,61.1875,59.0,64
64013,300000,1.0,0.0,0.0,0.125,64,61.25,61.5,64
64013,325000,0.8125,0.1875,0.0,0.0,64,52.6875,52.0,52
64013,350000,0.5,0.0,0.5,0.0,64,230.5625,232.5,32
64013,375000,0.875,0.125,0.0,0.75,64,107.875,58.5,56
64013,400000,0.5,0.1875,0.3125,0.0,64,170.5625,78.0,32
64014,0,0.6875,0.3125,0.0,0.375,16,80.6875,89.5,11
64014,25000,0.6875,0.0,0.3125,0.375,16,172.3125,77.0,11
64014,50000,0.6875,0.3125,0.0,0.0,16,41.625,49.5,11
64014,75000,1.0,0.0,0.0,0.375,16,60.8125,59.0,16
64014,100000,0.875,0.125,0.0,0.125,16,58.6875,61.0,14
64014,125000,1.0,0.0,0.0,0.75,16,58.125,57.0,16
64014,150000,1.0,0.0,0.0,0.25,16,58.4375,58.0,16
64014,175000,0.75,0.25,0.0,0.125,16,50.25,53.0,12
64014,200000,1.0,0.0,0.0,0.25,64,54.0625,52.0,64
64014,225000,1.0,0.0,0.0,0.0,64,56.5,54.0,64
64014,250000,0.625,0.0,0.375,0.125,64,187.3125,63.0,40
64014,275000,0.6875,0.0,0.3125,0.25,64,162.375,57.0,44
64014,300000,1.0,0.0,0.0,0.875,64,55.375,55.0,64
64014,325000,0.9375,0.0625,0.0,0.5,64,49.1875,51.0,60
64014,350000,0.9375,0.0625,0.0,0.5,64,59.3125,62.5,60
64014,375000,1.0,0.0,0.0,0.375,64,59.375,53.5,64
64014,400000,1.0,0.0,0.0,0.625,64,52.4375,54.0,64
64015,0,0.0,0.4375,0.5625,0.0,16,236.5625,400.0,0
64015,25000,0.6875,0.25,0.0625,0.0,16,77.9375,67.0,11
64015,50000,0.5625,0.125,0.3125,0.125,16,187.1875,87.5,9
64015,75000,0.75,0.25,0.0,0.125,16,53.9375,53.0,12
64015,100000,0.6875,0.25,0.0625,0.0,16,73.9375,51.0,11
64015,125000,0.9375,0.0625,0.0,0.625,16,71.5,74.5,15
64015,150000,0.8125,0.1875,0.0,0.125,16,47.375,49.0,13
64015,175000,1.0,0.0,0.0,0.125,16,56.875,57.5,16
64015,200000,1.0,0.0,0.0,0.375,64,54.6875,56.0,64
64015,225000,1.0,0.0,0.0,0.375,64,55.625,56.0,64
64015,250000,1.0,0.0,0.0,0.375,64,66.375,67.0,64
64015,275000,1.0,0.0,0.0,0.0,64,66.3125,51.0,64
64015,300000,0.5625,0.0,0.4375,0.0,64,214.375,106.0,36
64015,325000,0.5,0.0,0.5,0.0,64,229.625,232.5,32
64015,350000,0.4375,0.125,0.4375,0.125,64,198.8125,50.5,28
64015,375000,1.0,0.0,0.0,0.875,64,54.4375,55.0,64
64015,400000,1.0,0.0,0.0,0.375,64,55.5625,54.0,64
64016,0,0.3125,0.0,0.6875,0.0,16,301.9375,400.0,5
64016,25000,0.4375,0.0,0.5625,0.125,16,255.6875,400.0,7
64016,50000,1.0,0.0,0.0,0.625,16,54.0,52.0,16
64016,75000,0.875,0.0625,0.0625,0.25,16,81.875,59.0,14
64016,100000,0.9375,0.0625,0.0,0.125,16,61.0,61.5,15
64016,125000,1.0,0.0,0.0,0.25,16,56.5,56.0,16
64016,150000,0.875,0.125,0.0,0.25,16,51.5625,48.0,14
64016,175000,0.6875,0.0625,0.25,0.0,16,151.5625,82.5,11
64016,200000,0.1875,0.3125,0.5,0.0,64,227.0,249.0,12
64016,225000,0.75,0.125,0.125,0.25,64,95.1875,57.0,48
64016,250000,1.0,0.0,0.0,0.375,64,48.75,48.0,64
64016,275000,0.625,0.25,0.125,0.25,64,119.9375,74.0,40
64016,300000,1.0,0.0,0.0,0.875,64,60.625,61.0,64
64016,325000,0.875,0.125,0.0,0.125,64,60.125,63.5,56
64016,350000,0.8125,0.1875,0.0,0.375,64,61.0,53.5,52
64016,375000,1.0,0.0,0.0,0.0,64,64.1875,65.5,64
64016,400000,1.0,0.0,0.0,0.5,64,75.875,72.0,64
64017,0,0.0,0.0,1.0,0.0,16,400.0,400.0,0
64017,25000,0.875,0.125,0.0,0.25,16,79.0625,60.0,14
64017,50000,0.9375,0.0625,0.0,0.375,16,58.8125,60.0,15
64017,75000,0.6875,0.1875,0.125,0.125,16,95.0625,56.0,11
64017,100000,0.8125,0.1875,0.0,0.375,16,53.75,57.5,13
64017,125000,0.625,0.0,0.375,0.25,16,189.0,67.5,10
64017,150000,0.75,0.0625,0.1875,0.125,16,119.0625,57.0,12
64017,175000,1.0,0.0,0.0,0.125,16,73.25,63.0,16
64017,200000,1.0,0.0,0.0,0.5,64,52.625,52.5,64
64017,225000,1.0,0.0,0.0,0.625,64,62.375,54.5,64
64017,250000,1.0,0.0,0.0,1.0,64,64.1875,64.5,64
64017,275000,0.25,0.1875,0.5625,0.0,64,248.0625,400.0,16
64017,300000,0.875,0.0,0.125,0.625,64,106.75,68.0,56
64017,325000,0.6875,0.125,0.1875,0.375,64,116.625,58.0,44
64017,350000,0.6875,0.0,0.3125,0.125,64,224.0,155.5,44
64017,375000,0.5625,0.0,0.4375,0.125,64,204.625,64.0,36
64017,400000,1.0,0.0,0.0,1.0,64,82.0625,85.0,64
64018,0,0.25,0.75,0.0,0.0,16,25.0,18.0,4
64018,25000,0.125,0.1875,0.6875,0.0,16,292.5625,400.0,2
64018,50000,0.3125,0.0,0.6875,0.0,16,312.0625,400.0,5
64018,75000,0.0,0.0,1.0,0.0,16,400.0,400.0,0
64018,100000,0.8125,0.125,0.0625,0.5,16,102.0625,94.0,13
64018,125000,0.9375,0.0,0.0625,0.5,16,121.375,107.5,15
64018,150000,0.875,0.125,0.0,0.125,16,57.0,61.0,14
64018,175000,0.9375,0.0625,0.0,0.5,16,51.8125,50.5,15
64018,200000,0.6875,0.125,0.1875,0.0,64,117.875,59.0,44
64018,225000,0.75,0.0625,0.1875,0.0,64,138.5625,57.5,48
64018,250000,1.0,0.0,0.0,0.0,64,66.25,61.0,64
64018,275000,0.9375,0.0625,0.0,0.125,64,68.25,66.5,60
64018,300000,0.5,0.0,0.5,0.0,64,234.25,235.0,32
64018,325000,1.0,0.0,0.0,0.0,64,51.6875,51.0,64
64018,350000,1.0,0.0,0.0,0.125,64,51.125,51.0,64
64018,375000,0.9375,0.0625,0.0,0.25,64,48.5625,48.5,60
64018,400000,0.9375,0.0625,0.0,0.125,64,72.5625,70.0,60
64019,0,0.0,0.0,1.0,0.0,16,400.0,400.0,0
64019,25000,0.5,0.0,0.5,0.0,16,262.0,355.0,8
64019,50000,0.375,0.125,0.5,0.0,16,224.4375,232.0,6
64019,75000,0.9375,0.0,0.0625,0.875,16,73.4375,51.5,15
64019,100000,1.0,0.0,0.0,0.875,16,67.9375,67.0,16
64019,125000,0.3125,0.0625,0.625,0.0,16,267.1875,400.0,5
64019,150000,0.6875,0.0,0.3125,0.375,16,160.875,55.5,11
64019,175000,1.0,0.0,0.0,1.0,16,54.25,54.0,16
64019,200000,0.0,0.0,1.0,0.0,64,400.0,400.0,0
64019,225000,0.0,0.0,1.0,0.0,64,400.0,400.0,0
64019,250000,0.75,0.125,0.125,0.5,64,100.6875,60.0,48
64019,275000,0.5,0.0,0.5,0.0,64,288.125,305.0,32
64019,300000,1.0,0.0,0.0,0.875,64,56.0625,56.0,64
64019,325000,1.0,0.0,0.0,0.875,64,60.5625,61.0,64
64019,350000,0.9375,0.0625,0.0,0.875,64,49.3125,49.0,60
64019,375000,0.9375,0.0625,0.0,0.875,64,54.3125,53.0,60
64019,400000,0.375,0.4375,0.1875,0.125,64,103.0,48.5,24
64020,0,0.875,0.125,0.0,0.75,16,58.125,62.5,14
64020,25000,1.0,0.0,0.0,0.5,16,76.875,70.0,16
64020,50000,1.0,0.0,0.0,0.625,16,68.6875,62.0,16
64020,75000,0.8125,0.1875,0.0,0.0,16,45.75,50.5,13
64020,100000,1.0,0.0,0.0,0.5,16,61.0625,59.5,16
64020,125000,0.8125,0.125,0.0625,0.375,16,84.3125,64.0,13
64020,150000,1.0,0.0,0.0,0.5,16,63.375,63.0,16
64020,175000,0.6875,0.3125,0.0,0.0,16,43.3125,48.5,11
64020,200000,0.9375,0.0,0.0625,0.125,64,75.0,51.0,60
64020,225000,0.875,0.0,0.125,0.0,64,106.25,56.0,56
64020,250000,0.5,0.0,0.5,0.0,64,234.75,241.5,32
64020,275000,0.5,0.0,0.5,0.0,64,230.125,233.0,32
64020,300000,0.9375,0.0625,0.0,0.375,64,78.0625,84.0,60
64020,325000,1.0,0.0,0.0,0.5,64,66.375,64.5,64
64020,350000,0.9375,0.0,0.0625,0.5,64,82.5,62.0,60
64020,375000,0.9375,0.0625,0.0,0.125,64,54.125,52.5,60
64020,400000,1.0,0.0,0.0,0.375,64,59.0625,58.5,64
